" Monthly averaged odata for station ALT       
"
""
" /data/instrument/database_active//curves///alto_mon.csv                                                                                                                                                                                                         
"
""
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats.  Column 5 gives the o concentration in per-meg units."
" This is the standard version of the data most often sought.  The monthly values have "
" been adjusted to 24:00 hours on the 15th of each month.  Column 6 gives the same "
" data after a seasonal adjustment to remove the quasi-regular seasonal cycle.  The "
" adjustment involves subtracting from the data a 4-harmonic fit. "
" Column 7 is a smoothed version of the data generated from a stiff"
" cubic spline function plus 4-harmonic functions. Column 8 is the same smoothed "
" version with the seasonal cycle removed. Column 9 is identical to Column 5 except "
" that the missing values from Column 5 have been filled with values from Column 7."
" Column 10 is identical to Column 6 except missing values have been filled with "
" values from Column 8.  Missing values are denoted by -99.99"
"                                                                                           "
   Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
     ,   ,   Excel,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
1989,  1,        0, 1989.0411,   -99.99,     0.00,    -115.93,   -86.56,    -115.93,   -86.56
1989,  2,        0, 1989.1260,   -99.99,     0.00,    -129.71,   -88.01,    -129.71,   -88.01
1989,  3,        0, 1989.2027,   -99.99,     0.00,    -139.45,   -89.32,    -139.45,   -89.32
1989,  4,        0, 1989.2877,   -99.99,     0.00,    -144.25,   -90.77,    -144.25,   -90.77
1989,  5,        0, 1989.3699,   -99.99,     0.00,    -137.10,   -92.17,    -137.10,   -92.17
1989,  6,        0, 1989.4548,   -99.99,     0.00,    -105.80,   -93.62,    -105.80,   -93.62
1989,  7,        0, 1989.5370,   -99.99,     0.00,     -56.77,   -95.02,     -56.77,   -95.02
1989,  8,        0, 1989.6219,   -99.99,     0.00,     -22.17,   -96.47,     -22.17,   -96.47
1989,  9,        0, 1989.7068,   -99.99,     0.00,     -27.25,   -97.92,     -27.25,   -97.92
1989, 10,        0, 1989.7890,   -99.99,     0.00,     -55.44,   -99.32,     -55.44,   -99.32
1989, 11,        0, 1989.8740,   -87.05,   -99.83,     -88.00,  -100.77,     -87.05,   -99.83
1989, 12,        0, 1989.9562,  -115.12,  -103.09,    -114.21,  -102.18,    -115.12,  -103.09
1990,  1,        0, 1990.0411,   -99.99,     0.00,    -132.99,  -103.62,    -132.99,  -103.62
1990,  2,        0, 1990.1260,   -99.99,     0.00,    -146.77,  -105.07,    -146.77,  -105.07
1990,  3,        0, 1990.2027,   -99.99,     0.00,    -156.51,  -106.38,    -156.51,  -106.38
1990,  4,        0, 1990.2877,   -99.99,     0.00,    -161.31,  -107.83,    -161.31,  -107.83
1990,  5,        0, 1990.3699,   -99.99,     0.00,    -154.16,  -109.23,    -154.16,  -109.23
1990,  6,        0, 1990.4548,   -99.99,     0.00,    -122.86,  -110.68,    -122.86,  -110.68
1990,  7,        0, 1990.5370,   -99.99,     0.00,     -73.82,  -112.08,     -73.82,  -112.08
1990,  8,        0, 1990.6219,   -99.99,     0.00,     -39.22,  -113.52,     -39.22,  -113.52
1990,  9,        0, 1990.7068,   -99.99,     0.00,     -44.29,  -114.97,     -44.29,  -114.97
1990, 10,        0, 1990.7890,   -99.99,     0.00,     -72.48,  -116.37,     -72.48,  -116.37
1990, 11,        0, 1990.8740,   -99.99,     0.00,    -105.03,  -117.81,    -105.03,  -117.81
1990, 12,        0, 1990.9562,   -99.99,     0.00,    -131.24,  -119.21,    -131.24,  -119.21
1991,  1,        0, 1991.0411,   -99.99,     0.00,    -150.02,  -120.65,    -150.02,  -120.65
1991,  2,        0, 1991.1260,   -99.99,     0.00,    -163.79,  -122.09,    -163.79,  -122.09
