" Monthly averaged odata for station CGO       
"
""
" /data/instrument/database_active//curves///cgoo_mon.csv                                                                                                                                                                                                         
"
""
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats.  Column 5 gives the o concentration in per-meg units."
" This is the standard version of the data most often sought.  The monthly values have "
" been adjusted to 24:00 hours on the 15th of each month.  Column 6 gives the same "
" data after a seasonal adjustment to remove the quasi-regular seasonal cycle.  The "
" adjustment involves subtracting from the data a 4-harmonic fit. "
" Column 7 is a smoothed version of the data generated from a stiff"
" cubic spline function plus 4-harmonic functions. Column 8 is the same smoothed "
" version with the seasonal cycle removed. Column 9 is identical to Column 5 except "
" that the missing values from Column 5 have been filled with values from Column 7."
" Column 10 is identical to Column 6 except missing values have been filled with "
" values from Column 8.  Missing values are denoted by -99.99"
1993,  3,        0, 1993.2027,   -86.92,  -115.59,     -85.07,  -113.74,     -86.92,  -115.59
1993,  4,        0, 1993.2877,   -94.38,  -113.55,     -95.42,  -114.60,     -94.38,  -113.55
1993,  5,        0, 1993.3699,  -111.04,  -118.07,    -108.45,  -115.48,    -111.04,  -118.07
1993,  6,        0, 1993.4548,  -116.88,  -111.57,    -121.79,  -116.48,    -116.88,  -111.57
1993,  7,        0, 1993.5370,  -129.28,  -114.03,    -132.78,  -117.54,    -129.28,  -114.03
1993,  8,        0, 1993.6219,  -141.85,  -114.62,    -145.98,  -118.75,    -141.85,  -114.62
1993,  9,        0, 1993.7068,  -155.78,  -121.17,    -154.69,  -120.08,    -155.78,  -121.17
1993, 10,        0, 1993.7890,  -143.43,  -115.50,    -149.38,  -121.45,    -143.43,  -115.50
1993, 11,        0, 1993.8740,  -142.43,  -131.51,    -133.85,  -122.93,    -142.43,  -131.51
1993, 12,        0, 1993.9562,  -116.94,  -125.67,    -115.67,  -124.39,    -116.94,  -125.67
1994,  1,        0, 1994.0411,  -111.01,  -137.69,     -99.22,  -125.91,    -111.01,  -137.69
1994,  2,        0, 1994.1260,   -95.21,  -128.23,     -94.40,  -127.42,     -95.21,  -128.23
1994,  3,        0, 1994.2027,  -100.73,  -129.40,    -100.11,  -128.78,    -100.73,  -129.40
1994,  4,        0, 1994.2877,  -110.56,  -129.74,    -111.13,  -130.30,    -110.56,  -129.74
1994,  5,        0, 1994.3699,  -123.92,  -130.95,    -124.77,  -131.80,    -123.92,  -130.95
1994,  6,        0, 1994.4548,  -133.96,  -128.65,    -138.69,  -133.38,    -133.96,  -128.65
1994,  7,        0, 1994.5370,  -145.07,  -129.83,    -150.18,  -134.94,    -145.07,  -129.83
1994,  8,        0, 1994.6219,  -163.30,  -136.07,    -163.81,  -136.58,    -163.30,  -136.07
1994,  9,        0, 1994.7068,  -174.65,  -140.04,    -172.85,  -138.24,    -174.65,  -140.04
1994, 10,        0, 1994.7890,  -167.91,  -139.97,    -167.76,  -139.83,    -167.91,  -139.97
1994, 11,        0, 1994.8740,  -162.98,  -152.06,    -152.37,  -141.45,    -162.98,  -152.06
1994, 12,        0, 1994.9562,  -137.57,  -146.29,    -134.26,  -142.99,    -137.57,  -146.29
1995,  1,        0, 1995.0411,  -113.26,  -139.95,    -117.89,  -144.57,    -113.26,  -139.95
1995,  2,        0, 1995.1260,  -106.39,  -139.41,    -113.15,  -146.17,    -106.39,  -139.41
1995,  3,        0, 1995.2027,  -113.10,  -141.77,    -118.98,  -147.65,    -113.10,  -141.77
1995,  4,        0, 1995.2877,  -133.43,  -152.61,    -130.16,  -149.33,    -133.43,  -152.61
1995,  5,        0, 1995.3699,  -142.67,  -149.70,    -143.95,  -150.98,    -142.67,  -149.70
1995,  6,        0, 1995.4548,  -153.59,  -148.28,    -158.02,  -152.71,    -153.59,  -148.28
1995,  7,        0, 1995.5370,  -167.03,  -151.79,    -169.62,  -154.38,    -167.03,  -151.79
1995,  8,        0, 1995.6219,  -180.98,  -153.76,    -183.30,  -156.08,    -180.98,  -153.76
1995,  9,        0, 1995.7068,  -194.39,  -159.77,    -192.32,  -157.71,    -194.39,  -159.77
1995, 10,        0, 1995.7890,  -199.37,  -171.43,    -187.12,  -159.18,    -199.37,  -171.43
1995, 11,        0, 1995.8740,  -172.03,  -161.11,    -171.48,  -160.56,    -172.03,  -161.11
1995, 12,        0, 1995.9562,  -158.72,  -167.45,    -153.03,  -161.75,    -158.72,  -167.45
1996,  1,        0, 1996.0410,  -142.30,  -168.96,    -136.17,  -162.84,    -142.30,  -168.96
1996,  2,        0, 1996.1257,  -133.46,  -166.48,    -130.78,  -163.80,    -133.46,  -166.48
1996,  3,        0, 1996.2049,  -139.63,  -168.10,    -136.16,  -164.63,    -139.63,  -168.10
1996,  4,        0, 1996.2896,  -137.87,  -156.79,    -146.58,  -165.50,    -137.87,  -156.79
1996,  5,        0, 1996.3716,  -158.29,  -165.05,    -159.62,  -166.38,    -158.29,  -165.05
1996,  6,        0, 1996.4563,  -164.91,  -159.42,    -172.85,  -167.35,    -164.91,  -159.42
1996,  7,        0, 1996.5383,  -179.27,  -163.86,    -183.80,  -168.39,    -179.27,  -163.86
1996,  8,        0, 1996.6230,  -191.50,  -164.14,    -196.94,  -169.57,    -191.50,  -164.14
1996,  9,        0, 1996.7077,  -208.76,  -174.14,    -205.46,  -170.84,    -208.76,  -174.14
1996, 10,        0, 1996.7896,  -199.68,  -171.83,    -199.98,  -172.13,    -199.68,  -171.83
1996, 11,        0, 1996.8743,  -193.60,  -182.76,    -184.36,  -173.52,    -193.60,  -182.76
1996, 12,        0, 1996.9563,  -164.12,  -172.87,    -166.14,  -174.90,    -164.12,  -172.87
1997,  1,        0, 1997.0411,  -143.96,  -170.65,    -149.66,  -176.35,    -143.96,  -170.65
1997,  2,        0, 1997.1260,  -148.96,  -181.98,    -144.80,  -177.82,    -148.96,  -181.98
1997,  3,        0, 1997.2027,  -155.34,  -184.01,    -150.47,  -179.14,    -155.34,  -184.01
1997,  4,        0, 1997.2877,  -160.03,  -179.20,    -161.41,  -180.58,    -160.03,  -179.20
1997,  5,        0, 1997.3699,  -176.99,  -184.02,    -174.93,  -181.96,    -176.99,  -184.02
1997,  6,        0, 1997.4548,  -194.53,  -189.22,    -188.68,  -183.37,    -194.53,  -189.22
1997,  7,        0, 1997.5370,  -199.23,  -183.99,    -199.99,  -184.74,    -199.23,  -183.99
1997,  8,        0, 1997.6219,  -209.31,  -182.08,    -213.40,  -186.18,    -209.31,  -182.08
1997,  9,        0, 1997.7068,  -223.87,  -189.26,    -222.26,  -187.65,    -223.87,  -189.26
1997, 10,        0, 1997.7890,  -216.03,  -188.10,    -217.04,  -189.11,    -216.03,  -188.10
1997, 11,        0, 1997.8740,  -198.77,  -187.85,    -201.59,  -190.67,    -198.77,  -187.85
1997, 12,        0, 1997.9562,  -183.92,  -192.64,    -183.51,  -192.23,    -183.92,  -192.64
1998,  1,        0, 1998.0411,  -166.61,  -193.30,    -167.23,  -193.91,    -166.61,  -193.30
1998,  2,        0, 1998.1260,  -158.75,  -191.77,    -162.63,  -195.65,    -158.75,  -191.77
1998,  3,        0, 1998.2027,  -172.69,  -201.36,    -168.59,  -197.26,    -172.69,  -201.36
1998,  4,        0, 1998.2877,  -175.94,  -195.11,    -179.92,  -199.09,    -175.94,  -195.11
1998,  5,        0, 1998.3699,  -194.28,  -201.31,    -193.88,  -200.91,    -194.28,  -201.31
1998,  6,        0, 1998.4548,  -206.86,  -201.55,    -208.13,  -202.82,    -206.86,  -201.55
1998,  7,        0, 1998.5370,  -219.80,  -204.55,    -219.93,  -204.69,    -219.80,  -204.55
1998,  8,        0, 1998.6219,  -232.85,  -205.62,    -233.85,  -206.62,    -232.85,  -205.62
1998,  9,        0, 1998.7068,  -245.21,  -210.60,    -243.15,  -208.54,    -245.21,  -210.60
1998, 10,        0, 1998.7890,  -240.93,  -212.99,    -238.29,  -210.36,    -240.93,  -212.99
1998, 11,        0, 1998.8740,  -221.80,  -210.88,    -223.11,  -212.19,    -221.80,  -210.88
1998, 12,        0, 1998.9562,  -208.09,  -216.82,    -205.18,  -213.91,    -208.09,  -216.82
1999,  1,        0, 1999.0411,  -185.52,  -212.20,    -188.93,  -215.61,    -185.52,  -212.20
1999,  2,        0, 1999.1260,  -188.37,  -221.39,    -184.22,  -217.24,    -188.37,  -221.39
1999,  3,        0, 1999.2027,  -195.20,  -223.87,    -189.98,  -218.65,    -195.20,  -223.87
1999,  4,        0, 1999.2877,  -195.75,  -214.92,    -200.97,  -220.14,    -195.75,  -214.92
1999,  5,        0, 1999.3699,  -216.74,  -223.77,    -214.53,  -221.56,    -216.74,  -223.77
1999,  6,        0, 1999.4548,  -224.53,  -219.22,    -228.32,  -223.01,    -224.53,  -219.22
1999,  7,        0, 1999.5370,  -241.13,  -225.88,    -239.66,  -224.42,    -241.13,  -225.88
1999,  8,        0, 1999.6219,  -254.17,  -226.95,    -253.13,  -225.91,    -254.17,  -226.95
1999,  9,        0, 1999.7068,  -257.62,  -223.01,    -262.05,  -227.44,    -257.62,  -223.01
1999, 10,        0, 1999.7890,  -251.90,  -223.97,    -256.91,  -228.97,    -251.90,  -223.97
1999, 11,        0, 1999.8740,  -240.90,  -229.98,    -241.53,  -230.62,    -240.90,  -229.98
1999, 12,        0, 1999.9562,  -223.91,  -232.64,    -223.51,  -232.24,    -223.91,  -232.64
2000,  1,        0, 2000.0410,  -217.37,  -244.04,    -207.26,  -233.93,    -217.37,  -244.04
2000,  2,        0, 2000.1257,  -205.76,  -238.78,    -202.57,  -235.60,    -205.76,  -238.78
2000,  3,        0, 2000.2049,  -210.28,  -238.75,    -208.67,  -237.13,    -210.28,  -238.75
2000,  4,        0, 2000.2896,  -218.75,  -237.67,    -219.84,  -238.76,    -218.75,  -237.67
2000,  5,        0, 2000.3716,  -232.89,  -239.65,    -233.56,  -240.32,    -232.89,  -239.65
2000,  6,        0, 2000.4563,  -243.47,  -237.98,    -247.43,  -241.94,    -243.47,  -237.98
2000,  7,        0, 2000.5383,  -256.59,  -241.19,    -258.90,  -243.50,    -256.59,  -241.19
2000,  8,        0, 2000.6230,  -272.48,  -245.11,    -272.48,  -245.11,    -272.48,  -245.11
2000,  9,        0, 2000.7077,  -283.54,  -248.92,    -281.32,  -246.70,    -283.54,  -248.92
2000, 10,        0, 2000.7896,  -282.35,  -254.51,    -276.06,  -248.21,    -282.35,  -254.51
2000, 11,        0, 2000.8743,  -265.44,  -254.60,    -260.57,  -249.73,    -265.44,  -254.60
2000, 12,        0, 2000.9563,  -241.67,  -250.42,    -242.43,  -251.18,    -241.67,  -250.42
2001,  1,        0, 2001.0411,  -220.33,  -247.02,    -225.99,  -252.68,    -220.33,  -247.02
2001,  2,        0, 2001.1260,  -218.26,  -251.28,    -221.16,  -254.19,    -218.26,  -251.28
2001,  3,        0, 2001.2027,  -227.37,  -256.04,    -226.89,  -255.56,    -227.37,  -256.04
2001,  4,        0, 2001.2877,  -239.34,  -258.52,    -237.92,  -257.10,    -239.34,  -258.52
2001,  5,        0, 2001.3699,  -249.79,  -256.82,    -251.55,  -258.58,    -249.79,  -256.82
2001,  6,        0, 2001.4548,  -262.17,  -256.86,    -265.43,  -260.12,    -262.17,  -256.86
2001,  7,        0, 2001.5370,  -279.57,  -264.33,    -276.84,  -261.60,    -279.57,  -264.33
2001,  8,        0, 2001.6219,  -291.68,  -264.46,    -290.33,  -263.10,    -291.68,  -264.46
2001,  9,        0, 2001.7068,  -305.42,  -270.81,    -299.18,  -264.57,    -305.42,  -270.81
2001, 10,        0, 2001.7890,  -297.82,  -269.89,    -293.87,  -265.94,    -297.82,  -269.89
2001, 11,        0, 2001.8740,  -271.43,  -260.51,    -278.24,  -267.33,    -271.43,  -260.51
2001, 12,        0, 2001.9562,  -256.98,  -265.70,    -259.94,  -268.67,    -256.98,  -265.70
2002,  1,        0, 2002.0411,   -99.99,     0.00,    -243.38,  -270.06,    -243.38,  -270.06
2002,  2,        0, 2002.1260,  -241.00,  -274.02,    -238.45,  -271.47,    -241.00,  -274.02
2002,  3,        0, 2002.2027,  -242.38,  -271.05,    -244.09,  -272.76,    -242.38,  -271.05
2002,  4,        0, 2002.2877,  -256.76,  -275.93,    -255.03,  -274.20,    -256.76,  -275.93
2002,  5,        0, 2002.3699,  -268.46,  -275.49,    -268.60,  -275.63,    -268.46,  -275.49
2002,  6,        0, 2002.4548,  -284.12,  -278.81,    -282.45,  -277.14,    -284.12,  -278.81
2002,  7,        0, 2002.5370,  -291.53,  -276.29,    -293.89,  -278.65,    -291.53,  -276.29
2002,  8,        0, 2002.6219,  -303.99,  -276.77,    -307.50,  -280.28,    -303.99,  -276.77
2002,  9,        0, 2002.7068,  -313.98,  -279.37,    -316.58,  -281.97,    -313.98,  -279.37
2002, 10,        0, 2002.7890,  -313.83,  -285.89,    -311.62,  -283.68,    -313.83,  -285.89
2002, 11,        0, 2002.8740,  -294.29,  -283.37,    -296.44,  -285.52,    -294.29,  -283.37
2002, 12,        0, 2002.9562,  -278.78,  -287.50,    -278.62,  -287.35,    -278.78,  -287.50
2003,  1,        0, 2003.0411,  -257.11,  -283.80,    -262.61,  -289.29,    -257.11,  -283.80
2003,  2,        0, 2003.1260,  -265.84,  -298.86,    -258.25,  -291.27,    -265.84,  -298.86
2003,  3,        0, 2003.2027,  -264.04,  -292.71,    -264.41,  -293.08,    -264.04,  -292.71
2003,  4,        0, 2003.2877,  -280.17,  -299.34,    -275.90,  -295.08,    -280.17,  -299.34
2003,  5,        0, 2003.3699,  -292.76,  -299.79,    -289.98,  -297.01,    -292.76,  -299.79
2003,  6,        0, 2003.4548,  -305.59,  -300.28,    -304.30,  -298.99,    -305.59,  -300.28
2003,  7,        0, 2003.5370,  -310.21,  -294.97,    -316.15,  -300.91,    -310.21,  -294.97
2003,  8,        0, 2003.6219,  -328.74,  -301.52,    -330.12,  -302.89,    -328.74,  -301.52
2003,  9,        0, 2003.7068,  -342.05,  -307.43,    -339.49,  -304.88,    -342.05,  -307.43
2003, 10,        0, 2003.7890,  -337.51,  -309.57,    -334.74,  -306.80,    -337.51,  -309.57
2003, 11,        0, 2003.8740,  -314.64,  -303.73,    -319.71,  -308.79,    -314.64,  -303.73
2003, 12,        0, 2003.9562,  -304.81,  -313.53,    -301.98,  -310.71,    -304.81,  -313.53
2004,  1,        0, 2004.0410,  -280.79,  -307.46,    -286.02,  -312.69,    -280.79,  -307.46
2004,  2,        0, 2004.1257,  -275.54,  -308.56,    -281.63,  -314.65,    -275.54,  -308.56
2004,  3,        0, 2004.2049,  -290.01,  -318.48,    -287.98,  -316.45,    -290.01,  -318.48
2004,  4,        0, 2004.2896,  -301.68,  -320.60,    -299.39,  -318.31,    -301.68,  -320.60
2004,  5,        0, 2004.3716,  -314.87,  -321.63,    -313.27,  -320.02,    -314.87,  -321.63
2004,  6,        0, 2004.4563,  -330.95,  -325.45,    -327.17,  -321.68,    -330.95,  -325.45
2004,  7,        0, 2004.5383,  -342.49,  -327.09,    -338.57,  -323.16,    -342.49,  -327.09
2004,  8,        0, 2004.6230,  -354.74,  -327.37,    -351.95,  -324.58,    -354.74,  -327.37
2004,  9,        0, 2004.7077,  -359.58,  -324.97,    -360.54,  -325.92,    -359.58,  -324.97
2004, 10,        0, 2004.7896,  -354.60,  -326.76,    -355.02,  -327.17,    -354.60,  -326.76
2004, 11,        0, 2004.8743,  -338.36,  -327.52,    -339.29,  -328.45,    -338.36,  -327.52
2004, 12,        0, 2004.9563,  -317.01,  -325.76,    -320.94,  -329.70,    -317.01,  -325.76
2005,  1,        0, 2005.0411,  -304.39,  -331.07,    -304.34,  -331.02,    -304.39,  -331.07
2005,  2,        0, 2005.1260,  -291.04,  -324.06,    -299.37,  -332.39,    -291.04,  -324.06
2005,  3,        0, 2005.2027,  -306.97,  -335.64,    -305.01,  -333.68,    -306.97,  -335.64
2005,  4,        0, 2005.2877,  -317.10,  -336.27,    -315.96,  -335.13,    -317.10,  -336.27
2005,  5,        0, 2005.3699,  -327.35,  -334.37,    -329.55,  -336.58,    -327.35,  -334.37
2005,  6,        0, 2005.4548,  -343.30,  -337.99,    -343.39,  -338.09,    -343.30,  -337.99
2005,  7,        0, 2005.5370,  -355.62,  -340.38,    -354.80,  -339.56,    -355.62,  -340.38
2005,  8,        0, 2005.6219,  -370.04,  -342.81,    -368.30,  -341.07,    -370.04,  -342.81
2005,  9,        0, 2005.7068,  -378.88,  -344.27,    -377.19,  -342.58,    -378.88,  -344.27
2005, 10,        0, 2005.7890,  -374.55,  -346.61,    -371.95,  -344.01,    -374.55,  -346.61
2005, 11,        0, 2005.8740,  -355.46,  -344.54,    -356.41,  -345.49,    -355.46,  -344.54
2005, 12,        0, 2005.9562,  -326.00,  -334.73,    -338.20,  -346.93,    -326.00,  -334.73
2006,  1,        0, 2006.0411,  -327.24,  -353.93,    -321.74,  -348.42,    -327.24,  -353.93
2006,  2,        0, 2006.1260,  -323.30,  -356.32,    -316.90,  -349.92,    -323.30,  -356.32
2006,  3,        0, 2006.2027,  -319.20,  -347.87,    -322.61,  -351.28,    -319.20,  -347.87
2006,  4,        0, 2006.2877,  -331.94,  -351.11,    -333.65,  -352.83,    -331.94,  -351.11
2006,  5,        0, 2006.3699,  -344.77,  -351.80,    -347.34,  -354.37,    -344.77,  -351.80
2006,  6,        0, 2006.4548,  -360.42,  -355.11,    -361.34,  -356.04,    -360.42,  -355.11
2006,  7,        0, 2006.5370,  -373.69,  -358.45,    -372.96,  -357.71,    -373.69,  -358.45
2006,  8,        0, 2006.6219,  -385.57,  -358.35,    -386.75,  -359.52,    -385.57,  -358.35
2006,  9,        0, 2006.7068,  -387.09,  -352.47,    -396.02,  -361.41,    -387.09,  -352.47
2006, 10,        0, 2006.7890,  -395.88,  -367.95,    -391.24,  -363.30,    -395.88,  -367.95
2006, 11,        0, 2006.8740,  -371.29,  -360.37,    -376.22,  -365.30,    -371.29,  -360.37
2006, 12,        0, 2006.9562,  -363.07,  -371.80,    -358.53,  -367.26,    -363.07,  -371.80
2007,  1,        0, 2007.0411,  -347.13,  -373.82,    -342.58,  -369.26,    -347.13,  -373.82
2007,  2,        0, 2007.1260,  -345.71,  -378.73,    -338.23,  -371.25,    -345.71,  -378.73
2007,  3,        0, 2007.2027,  -337.98,  -366.65,    -344.35,  -373.02,    -337.98,  -366.65
2007,  4,        0, 2007.2877,   -99.99,     0.00,    -355.80,  -374.97,    -355.80,  -374.97
2007,  5,        0, 2007.3699,  -374.70,  -381.72,    -369.83,  -376.86,    -374.70,  -381.72
2007,  6,        0, 2007.4548,  -385.60,  -380.29,    -384.11,  -378.80,    -385.60,  -380.29
2007,  7,        0, 2007.5370,  -395.87,  -380.62,    -395.94,  -380.70,    -395.87,  -380.62
2007,  8,        0, 2007.6219,  -407.10,  -379.87,    -409.92,  -382.70,    -407.10,  -379.87
2007,  9,        0, 2007.7068,  -414.40,  -379.78,    -419.37,  -384.76,    -414.40,  -379.78
2007, 10,        0, 2007.7890,  -415.53,  -387.60,    -414.76,  -386.82,    -415.53,  -387.60
2007, 11,        0, 2007.8740,  -393.59,  -382.67,    -399.94,  -389.02,    -393.59,  -382.67
2007, 12,        0, 2007.9562,  -364.10,  -372.83,    -382.49,  -391.21,    -364.10,  -372.83
2008,  1,        0, 2008.0410,  -369.86,  -396.52,    -366.83,  -393.50,    -369.86,  -396.52
2008,  2,        0, 2008.1257,  -370.00,  -403.03,    -362.73,  -395.75,    -370.00,  -403.03
2008,  3,        0, 2008.2049,  -371.56,  -400.03,    -369.33,  -397.80,    -371.56,  -400.03
2008,  4,        0, 2008.2896,  -379.80,  -398.72,    -380.99,  -399.91,    -379.80,  -398.72
2008,  5,        0, 2008.3716,  -394.62,  -401.38,    -395.10,  -401.85,    -394.62,  -401.38
2008,  6,        0, 2008.4563,  -409.49,  -403.99,    -409.27,  -403.77,    -409.49,  -403.99
2008,  7,        0, 2008.5383,  -417.96,  -402.56,    -420.93,  -405.53,    -417.96,  -402.56
2008,  8,        0, 2008.6230,  -440.69,  -413.32,    -434.61,  -407.24,    -440.69,  -413.32
2008,  9,        0, 2008.7077,  -444.89,  -410.27,    -443.45,  -408.83,    -444.89,  -410.27
2008, 10,        0, 2008.7896,  -438.83,  -410.98,    -438.11,  -410.26,    -438.83,  -410.98
2008, 11,        0, 2008.8743,  -421.11,  -410.27,    -422.48,  -411.64,    -421.11,  -410.27
2008, 12,        0, 2008.9563,  -406.29,  -415.04,    -404.14,  -412.89,    -406.29,  -415.04
2009,  1,        0, 2009.0411,  -388.93,  -415.62,    -387.44,  -414.12,    -388.93,  -415.62
2009,  2,        0, 2009.1260,   -99.99,     0.00,    -382.28,  -415.30,    -382.28,  -415.30
2009,  3,        0, 2009.2027,  -388.83,  -417.50,    -387.68,  -416.34,    -388.83,  -417.50
2009,  4,        0, 2009.2877,  -398.47,  -417.65,    -398.31,  -417.49,    -398.47,  -417.65
2009,  5,        0, 2009.3699,  -412.66,  -419.69,    -411.58,  -418.61,    -412.66,  -419.69
2009,  6,        0, 2009.4548,  -421.44,  -416.14,    -425.12,  -419.82,    -421.44,  -416.14
2009,  7,        0, 2009.5370,  -436.13,  -420.89,    -436.29,  -421.05,    -436.13,  -420.89
2009,  8,        0, 2009.6219,  -448.64,  -421.42,    -449.63,  -422.41,    -448.64,  -421.42
2009,  9,        0, 2009.7068,  -459.31,  -424.70,    -458.48,  -423.87,    -459.31,  -424.70
2009, 10,        0, 2009.7890,  -450.99,  -423.06,    -453.32,  -425.39,    -450.99,  -423.06
2009, 11,        0, 2009.8740,  -432.55,  -421.63,    -437.99,  -427.07,    -432.55,  -421.63
2009, 12,        0, 2009.9562,  -423.50,  -432.23,    -420.09,  -428.81,    -423.50,  -432.23
2010,  1,        0, 2010.0411,  -399.64,  -426.33,    -404.05,  -430.73,    -399.64,  -426.33
2010,  2,        0, 2010.1260,  -396.14,  -429.16,    -399.76,  -432.78,    -396.14,  -429.16
2010,  3,        0, 2010.2027,  -402.75,  -431.42,    -406.05,  -434.72,    -402.75,  -431.42
2010,  4,        0, 2010.2877,   -99.99,     0.00,    -417.78,  -436.95,    -417.78,  -436.95
2010,  5,        0, 2010.3699,  -435.15,  -442.18,    -432.15,  -439.18,    -435.15,  -442.18
2010,  6,        0, 2010.4548,  -442.73,  -437.42,    -446.82,  -441.51,    -442.73,  -437.42
2010,  7,        0, 2010.5370,  -462.33,  -447.09,    -459.03,  -443.78,    -462.33,  -447.09
2010,  8,        0, 2010.6219,  -474.39,  -447.17,    -473.33,  -446.10,    -474.39,  -447.17
2010,  9,        0, 2010.7068,  -489.80,  -455.19,    -482.97,  -448.36,    -489.80,  -455.19
2010, 10,        0, 2010.7890,   -99.99,     0.00,    -478.39,  -450.45,    -478.39,  -450.45
2010, 11,        0, 2010.8740,  -463.43,  -452.51,    -463.44,  -452.52,    -463.43,  -452.51
2010, 12,        0, 2010.9562,  -448.06,  -456.79,    -445.70,  -454.42,    -448.06,  -456.79
2011,  1,        0, 2011.0411,  -422.99,  -449.67,    -429.61,  -456.30,    -422.99,  -449.67
2011,  2,        0, 2011.1260,  -432.46,  -465.48,    -425.07,  -458.10,    -432.46,  -465.48
2011,  3,        0, 2011.2027,  -429.33,  -458.00,    -430.99,  -459.66,    -429.33,  -458.00
2011,  4,        0, 2011.2877,  -442.88,  -462.05,    -442.17,  -461.35,    -442.88,  -462.05
2011,  5,        0, 2011.3699,  -456.13,  -463.15,    -455.93,  -462.96,    -456.13,  -463.15
2011,  6,        0, 2011.4548,  -469.33,  -464.02,    -469.93,  -464.62,    -469.33,  -464.02
2011,  7,        0, 2011.5370,  -480.03,  -464.78,    -481.49,  -466.25,    -480.03,  -464.78
2011,  8,        0, 2011.6219,  -486.28,  -459.06,    -495.19,  -467.96,    -486.28,  -459.06
2011,  9,        0, 2011.7068,  -500.66,  -466.05,    -504.35,  -469.73,    -500.66,  -466.05
2011, 10,        0, 2011.7890,  -501.93,  -474.00,    -499.44,  -471.50,    -501.93,  -474.00
